,0,1
0,0.39,0.0
1,0.39,0.0
2,0.39,0.0
3,0.39,0.0
4,0.39,0.0
5,0.39,0.0
6,0.39,0.0
7,0.39,0.0
8,0.39,0.0
9,0.39,0.0
10,0.39,0.0
11,0.39,0.0
12,0.39,0.0
13,0.39,0.0
14,0.39,0.0
15,0.388,0.002
